customer_id,first_name,last_name,email,address_id,total_spend,genre
390,SHAWN,HEATON,SHAWN.HEATON@sakilacustomer.org,395,763.35,Animation
390,SHAWN,HEATON,SHAWN.HEATON@sakilacustomer.org,395,763.35,Music
26,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,30,763.30,Documentary
274,NAOMI,JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,279,763.25,Documentary
366,BRANDON,HUEY,BRANDON.HUEY@sakilacustomer.org,371,763.15,Sports
366,BRANDON,HUEY,BRANDON.HUEY@sakilacustomer.org,371,763.15,Sci-Fi
145,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,149,761.04,Animation
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,11,758.35,Animation
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,11,758.35,Sports
211,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,215,758.30,Music
257,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,262,758.15,Foreign
257,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,262,758.15,Family
360,RALPH,MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,365,753.30,New
371,BILLY,POULIN,BILLY.POULIN@sakilacustomer.org,376,748.25,Sports
230,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,234,748.02,Sci-Fi
459,TOMMY,COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,464,746.48,Horror
459,TOMMY,COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,464,746.48,Action
513,DUANE,TUBBS,DUANE.TUBBS@sakilacustomer.org,519,743.45,Comedy
513,DUANE,TUBBS,DUANE.TUBBS@sakilacustomer.org,519,743.45,Horror
204,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,208,738.25,Horror
204,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,208,738.25,Foreign
204,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,208,738.25,New
348,ROGER,QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,353,733.20,Action
348,ROGER,QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,353,733.20,Documentary
348,ROGER,QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,353,733.20,Animation
356,GERALD,FULTZ,GERALD.FULTZ@sakilacustomer.org,361,730.20,Foreign
362,NICHOLAS,BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,367,728.40,Sports
172,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,176,728.35,Action
16,SANDRA,MARTIN,SANDRA.MARTIN@sakilacustomer.org,20,724.26,Sports
436,TROY,QUIGLEY,TROY.QUIGLEY@sakilacustomer.org,441,723.50,Animation
277,OLGA,JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,282,723.40,Children
277,OLGA,JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,282,723.40,Comedy
237,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,241,723.35,Classics
237,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,241,723.35,Family
337,JERRY,JORDON,JERRY.JORDON@sakilacustomer.org,342,718.55,Sci-Fi
487,HECTOR,POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,492,718.44,Action
487,HECTOR,POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,492,718.44,Documentary
23,SARAH,LEWIS,SARAH.LEWIS@sakilacustomer.org,27,718.20,Sci-Fi
46,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,50,713.30,Animation
239,MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,243,713.30,Animation
1,MARY,SMITH,MARY.SMITH@sakilacustomer.org,5,712.08,Classics
78,LORI,WOOD,LORI.WOOD@sakilacustomer.org,82,708.45,Sports
533,JESSIE,MILAM,JESSIE.MILAM@sakilacustomer.org,539,708.35,Sports
198,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,202,708.15,Documentary
126,ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,130,706.32,Action
42,CAROLYN,PEREZ,CAROLYN.PEREZ@sakilacustomer.org,46,706.20,Sci-Fi
242,GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,246,703.40,New
29,ANGELA,HERNANDEZ,ANGELA.HERNANDEZ@sakilacustomer.org,33,703.20,Children
468,TIM,CARY,TIM.CARY@sakilacustomer.org,473,702.44,Family
236,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,240,702.32,Family
236,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,240,702.32,New
236,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,240,702.32,Animation
408,MANUEL,MURRELL,MANUEL.MURRELL@sakilacustomer.org,413,700.20,Children
446,THEODORE,CULP,THEODORE.CULP@sakilacustomer.org,451,700.14,Foreign
467,ALVIN,DELOACH,ALVIN.DELOACH@sakilacustomer.org,472,698.55,Children
404,STANLEY,SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,409,698.50,Animation
404,STANLEY,SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,409,698.50,Documentary
404,STANLEY,SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,409,698.50,Foreign
114,GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,118,698.35,Foreign
176,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,180,694.52,Foreign
176,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,180,694.52,Sports
176,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,180,694.52,Sci-Fi
481,HERMAN,DEVORE,HERMAN.DEVORE@sakilacustomer.org,486,694.26,Games
482,MAURICE,CRAWLEY,MAURICE.CRAWLEY@sakilacustomer.org,487,693.55,Foreign
306,CHARLES,KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,311,693.40,Sci-Fi
502,BRETT,CORNWELL,BRETT.CORNWELL@sakilacustomer.org,507,693.30,Documentary
133,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,137,691.11,Drama
427,JESUS,MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org,432,688.56,Documentary
343,DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,348,688.50,Family
80,MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,84,688.50,New
210,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,214,688.45,New
102,CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,106,688.35,Sci-Fi
380,RUSSELL,BRINSON,RUSSELL.BRINSON@sakilacustomer.org,385,683.20,Animation
259,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,264,682.68,Action
259,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,264,682.68,Classics
259,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,264,682.68,Children
157,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,161,682.14,Documentary
334,RAYMOND,MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,339,678.50,Foreign
125,ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,129,678.40,Sports
473,JORGE,OLIVARES,JORGE.OLIVARES@sakilacustomer.org,478,673.30,Travel
473,JORGE,OLIVARES,JORGE.OLIVARES@sakilacustomer.org,478,673.30,Foreign
410,CURTIS,IRBY,CURTIS.IRBY@sakilacustomer.org,415,670.48,Drama
410,CURTIS,IRBY,CURTIS.IRBY@sakilacustomer.org,415,670.48,Sci-Fi
579,DARYL,LARUE,DARYL.LARUE@sakilacustomer.org,585,670.38,Sports
213,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,217,670.32,Family
59,CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,63,668.65,New
504,NATHANIEL,ADAM,NATHANIEL.ADAM@sakilacustomer.org,509,668.60,Drama
112,ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,116,668.50,Classics
403,MIKE,WAY,MIKE.WAY@sakilacustomer.org,408,666.60,Classics
403,MIKE,WAY,MIKE.WAY@sakilacustomer.org,408,666.60,Documentary
526,KARL,SEAL,KARL.SEAL@sakilacustomer.org,532,664.65,Sports
526,KARL,SEAL,KARL.SEAL@sakilacustomer.org,532,664.65,New
424,KYLE,SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,429,664.20,Drama
138,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,142,663.96,Sports
221,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,225,663.60,Drama
316,STEVEN,CURLEY,STEVEN.CURLEY@sakilacustomer.org,321,663.55,Sports
316,STEVEN,CURLEY,STEVEN.CURLEY@sakilacustomer.org,321,663.55,Sci-Fi
243,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,247,662.08,Documentary
562,WALLACE,SLONE,WALLACE.SLONE@sakilacustomer.org,568,658.50,Foreign
299,JAMES,GANNON,JAMES.GANNON@sakilacustomer.org,304,658.50,Drama
314,GEORGE,LINTON,GEORGE.LINTON@sakilacustomer.org,319,658.35,Documentary
574,JULIAN,VEST,JULIAN.VEST@sakilacustomer.org,580,658.32,Children
405,LEONARD,SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,410,658.08,Documentary
49,JOYCE,EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,53,653.60,Family
342,HAROLD,MARTINO,HAROLD.MARTINO@sakilacustomer.org,347,653.40,Classics
141,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,145,653.40,Children
295,DAISY,BATES,DAISY.BATES@sakilacustomer.org,300,650.48,Foreign
295,DAISY,BATES,DAISY.BATES@sakilacustomer.org,300,650.48,Family
295,DAISY,BATES,DAISY.BATES@sakilacustomer.org,300,650.48,Sports
295,DAISY,BATES,DAISY.BATES@sakilacustomer.org,300,650.48,New
148,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,649.62,Action
148,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,649.62,Games
148,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,152,649.62,Documentary
589,TRACY,HERRMANN,TRACY.HERRMANN@sakilacustomer.org,595,648.60,Comedy
35,VIRGINIA,GREEN,VIRGINIA.GREEN@sakilacustomer.org,39,648.40,Action
35,VIRGINIA,GREEN,VIRGINIA.GREEN@sakilacustomer.org,39,648.40,Sci-Fi
209,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,213,646.72,Documentary
246,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,250,646.62,Sci-Fi
373,LOUIS,LEONE,LOUIS.LEONE@sakilacustomer.org,378,646.60,Horror
373,LOUIS,LEONE,LOUIS.LEONE@sakilacustomer.org,378,646.60,New
2,PATRICIA,JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,6,643.65,Sports
322,JASON,MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,327,643.60,Action
297,SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,302,643.35,Sci-Fi
451,JIM,REA,JIM.REA@sakilacustomer.org,456,643.35,Sci-Fi
470,GORDON,ALLARD,GORDON.ALLARD@sakilacustomer.org,475,642.72,Sports
470,GORDON,ALLARD,GORDON.ALLARD@sakilacustomer.org,475,642.72,Travel
470,GORDON,ALLARD,GORDON.ALLARD@sakilacustomer.org,475,642.72,Games
187,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,191,638.88,Classics
550,GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,556,638.72,Drama
462,WARREN,SHERROD,WARREN.SHERROD@sakilacustomer.org,467,638.68,Animation
462,WARREN,SHERROD,WARREN.SHERROD@sakilacustomer.org,467,638.68,Horror
267,MARGIE,WADE,MARGIE.WADE@sakilacustomer.org,272,638.56,Games
267,MARGIE,WADE,MARGIE.WADE@sakilacustomer.org,272,638.56,Foreign
267,MARGIE,WADE,MARGIE.WADE@sakilacustomer.org,272,638.56,Drama
302,MICHAEL,SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,307,638.55,Animation
253,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,258,638.55,Animation
339,WALTER,PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,344,638.50,Sports
329,FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,334,638.40,Music
38,MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,42,638.30,Classics
372,STEVE,MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,377,634.64,Children
107,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,111,633.50,Sci-Fi
122,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,126,633.40,Horror
122,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,126,633.40,Sports
273,PRISCILLA,LOWE,PRISCILLA.LOWE@sakilacustomer.org,278,630.60,New
368,HARRY,ARCE,HARRY.ARCE@sakilacustomer.org,373,630.60,Comedy
368,HARRY,ARCE,HARRY.ARCE@sakilacustomer.org,373,630.60,Animation
273,PRISCILLA,LOWE,PRISCILLA.LOWE@sakilacustomer.org,278,630.60,Family
491,RICK,MATTOX,RICK.MATTOX@sakilacustomer.org,496,623.65,Sports
491,RICK,MATTOX,RICK.MATTOX@sakilacustomer.org,496,623.65,Sci-Fi
346,ARTHUR,SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,351,622.72,Sci-Fi
346,ARTHUR,SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,351,622.72,Games
75,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,79,622.36,Foreign
75,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,79,622.36,Classics
75,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,79,622.36,Action
75,TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,79,622.36,Children
12,NANCY,THOMAS,NANCY.THOMAS@sakilacustomer.org,16,622.32,Drama
197,SUE,PETERS,SUE.PETERS@sakilacustomer.org,201,618.40,Horror
30,MELISSA,KING,MELISSA.KING@sakilacustomer.org,34,618.30,Drama
119,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,123,614.64,Documentary
119,SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,123,614.64,New
263,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,268,613.55,Sci-Fi
260,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,265,613.45,Music
241,HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,245,613.30,New
532,NEIL,RENNER,NEIL.RENNER@sakilacustomer.org,538,610.72,Horror
532,NEIL,RENNER,NEIL.RENNER@sakilacustomer.org,538,610.72,Drama
532,NEIL,RENNER,NEIL.RENNER@sakilacustomer.org,538,610.72,Classics
390,SHAWN,HEATON,SHAWN.HEATON@sakilacustomer.org,395,610.68,Games
26,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,30,610.64,Foreign
26,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,30,610.64,Drama
506,LESLIE,SEWARD,LESLIE.SEWARD@sakilacustomer.org,511,610.60,Documentary
274,NAOMI,JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,279,610.60,Foreign
506,LESLIE,SEWARD,LESLIE.SEWARD@sakilacustomer.org,511,610.60,Drama
571,JOHNNIE,CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,577,608.80,Sports
454,ALEX,GRESHAM,ALEX.GRESHAM@sakilacustomer.org,459,606.68,Music
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,11,606.68,New
211,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,215,606.64,Family
211,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,215,606.64,Classics
196,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,200,606.60,Documentary
196,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,200,606.60,Games
439,ALEXANDER,FENNELL,ALEXANDER.FENNELL@sakilacustomer.org,444,606.56,Drama
257,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,262,606.52,Children
64,JUDITH,COX,JUDITH.COX@sakilacustomer.org,68,604.02,Documentary
251,VICKIE,BREWER,VICKIE.BREWER@sakilacustomer.org,255,603.45,Sci-Fi
360,RALPH,MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,365,602.64,Games
371,BILLY,POULIN,BILLY.POULIN@sakilacustomer.org,376,598.60,Sci-Fi
371,BILLY,POULIN,BILLY.POULIN@sakilacustomer.org,376,598.60,Animation
173,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,177,598.55,Documentary
23,SARAH,LEWIS,SARAH.LEWIS@sakilacustomer.org,27,598.50,Animation
336,JOSHUA,MARK,JOSHUA.MARK@sakilacustomer.org,341,598.50,Animation
340,PATRICK,NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,345,598.45,New
167,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,171,598.40,Music
513,DUANE,TUBBS,DUANE.TUBBS@sakilacustomer.org,519,594.76,Drama
86,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,90,594.68,Drama
531,JAMIE,WAUGH,JAMIE.WAUGH@sakilacustomer.org,537,593.75,Sports
41,STEPHANIE,MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,45,593.75,Animation
266,NORA,HERRERA,NORA.HERRERA@sakilacustomer.org,271,593.60,Drama
442,LEROY,BUSTAMANTE,LEROY.BUSTAMANTE@sakilacustomer.org,447,593.40,Drama
1,MARY,SMITH,MARY.SMITH@sakilacustomer.org,5,593.40,Comedy
442,LEROY,BUSTAMANTE,LEROY.BUSTAMANTE@sakilacustomer.org,447,593.40,Animation
309,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,314,590.76,Children
309,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,314,590.76,Action
309,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,314,590.76,Sports
309,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,314,590.76,Travel
536,FERNANDO,CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org,542,588.75,Music
